extraction_row_id,source_page,raw_part_number,raw_designation,evidence_snippet,validation_status,review_decision_active,corrected_part_number,corrected_designation,rationale
32cabd2d-b7bb-4cc9-8973-50b667a37619,9,"SDHE-0714 DC","","SDHE-0714 DC",NEEDS_REVIEW,"","","",""
4d6b6cb7-2bdc-47e2-8692-f138fb04ea7e,9,"LT-30Y80.0-K","","LT-30Y80.0-K",NEEDS_REVIEW,"","","",""
116ae70b-e6c8-42b9-aa40-4af95ded4174,9,"Bemerkung / Seriennummer Comment / serial number","","Bemerkung / Seriennummer Comment / serial number",NEEDS_REVIEW,"","","",""
ad9c9916-1c5f-4cac-9ddb-214714365f16,9,"Band klappen, Band heben/senken,","","Band klappen, Band heben/senken,",NEEDS_REVIEW,"","","",""
2476bbab-0fbc-4b0c-83f3-0c699c7fff05,9,"Trichterklappe","","Trichterklappe",NEEDS_REVIEW,"","","",""
bd983e83-af76-4a12-a575-db2479b624d6,9,"Conveyor fold, conveyor raise/lower, hopper flap","","Conveyor fold, conveyor raise/lower, hopper flap",NEEDS_REVIEW,"","","",""
93afc5b1-c79e-4fb1-aec4-2fdc78eeb59b,9,"Austragsband","","Austragsband",NEEDS_REVIEW,"","","",""
7bb26868-9bea-4831-9544-0f4db1393403,9,"Discharge conveyor","","Discharge conveyor",NEEDS_REVIEW,"","","",""
d87b2123-1147-40a2-b602-69cf90b4f491,9,"Trichterklappe","","Trichterklappe",NEEDS_REVIEW,"","","",""
58ab0a64-23f7-4395-9f78-9fb3281753ba,9,"Hopper flap","","Hopper flap",NEEDS_REVIEW,"","","",""
6bdb2d23-7836-481b-8aa0-9cd2c81d5b10,9,"Band heben/senken","","Band heben/senken",NEEDS_REVIEW,"","","",""
003c50d5-b6d7-4399-bb12-ba2630f3186c,9,"Conveyor raise/lower","","Conveyor raise/lower",NEEDS_REVIEW,"","","",""
22ff33e4-e46a-4f17-924d-39f62cf49989,10,"","10 / 31","10 / 31",REJECTED,"","","",""
cc47ae5a-ddae-407a-82df-6c12fab147ba,10,"HAMMEL Recyclingtechnik GmbH","","HAMMEL Recyclingtechnik GmbH",NEEDS_REVIEW,"","","",""
b92ab266-af86-4943-99a8-6ca03389e9f3,10,"Dieseltank / Fuel tank","","Dieseltank / Fuel tank",NEEDS_REVIEW,"","","",""
cc77f94c-4fb7-46b7-b32c-0fcc55bc31be,10,"Antriebseinheit / Drive unit","","Antriebseinheit / Drive unit",NEEDS_REVIEW,"","","",""
05159fbd-d376-4981-b767-070ffbb332e6,10,"Typ / Zeichnungsnr. Type / Drawing no.","","Typ / Zeichnungsnr. Type / Drawing no.",NEEDS_REVIEW,"","","",""
ea374c28-191b-40b7-b300-90b289cac0b4,10,"Bemerkung / Seriennummer Comment / serial number","","Bemerkung / Seriennummer Comment / serial number",NEEDS_REVIEW,"","","",""
e056a439-1f9d-49a5-9494-71565d636fc0,10,"Dieseltank rechts","","Dieseltank rechts",NEEDS_REVIEW,"","","",""
5cbd7812-b27d-47a8-a4e8-2eb85d7a71b0,10,"0750 02 12 02 00 1-20161018","","0750 02 12 02 00 1-20161018",NEEDS_REVIEW,"","","",""
0f234bf1-d72a-419e-bd6d-b2fbe8fe91b1,10,"Fuel tank right","","Fuel tank right",NEEDS_REVIEW,"","","",""
b416ede6-10de-47bf-9e38-2fd72bb5f2dc,10,"Dieseltank links","","Dieseltank links",NEEDS_REVIEW,"","","",""
289bcf34-7a98-4b86-8db9-d0fa50414e1e,10,"0750 02 12 10 00 1-20161018","","0750 02 12 10 00 1-20161018",NEEDS_REVIEW,"","","",""
6e922b1f-1905-4651-bbe4-95ea86f8e5bf,10,"Fuel tank left","","Fuel tank left",NEEDS_REVIEW,"","","",""
9ee155f5-8fa7-4cee-8655-3a272b0316a4,10,"4 2788 Schauglas (Diesel)","","4 2788 Schauglas (Diesel)",NEEDS_REVIEW,"","","",""
b4a1f408-b7ca-4e85-9cfd-36a3dc33a46e,10,"SF3 / �S254","","SF3 / �S254",NEEDS_REVIEW,"","","",""
a2ea2b3f-db0a-4ef6-98f9-acf59f203828,10,"Sight glass (diesel)","","Sight glass (diesel)",NEEDS_REVIEW,"","","",""
f84a6f1e-7d37-4cef-9617-16cb72617b6f,10,"2 1915 Tankverschluss","","2 1915 Tankverschluss",NEEDS_REVIEW,"","","",""
ab1e1805-17c9-483b-8a79-94e580d70cd4,10,"Filler cap","","Filler cap",REJECTED,"","","",""
1859cb9a-b124-4772-a1db-5353056d94a4,10,"B80 NIRO blau T70","","B80 NIRO blau T70",NEEDS_REVIEW,"","","",""
50e68205-80f8-4468-9847-9ba14de6282b,10,"ohne L�ftung without aeration","","ohne L�ftung without aeration",NEEDS_REVIEW,"","","",""
f126d298-7334-4253-97bf-0a9c168893dc,10,"2 15348 Tankbel�ftungsfilter","","2 15348 Tankbel�ftungsfilter",NEEDS_REVIEW,"","","",""
78dedc7c-bd24-4393-a370-06d6862ad990,10,"Tank ventilation filter","","Tank ventilation filter",NEEDS_REVIEW,"","","",""
1b3c3363-0478-4908-b246-92def280b840,10,"1329076","","1329076",REJECTED,"","","",""
ad58e731-9a8d-4558-88f2-500b75013f18,10,"HAMMEL Recyclingtechnik GmbH","","HAMMEL Recyclingtechnik GmbH",NEEDS_REVIEW,"","","",""
db1a23a4-600d-45c7-99a1-6d180976ce3c,11,"","11 / 31","11 / 31",REJECTED,"","","",""
6367798c-d4c0-4565-9c83-d0e43a908db9,11,"Antriebseinheit / Drive unit","","Antriebseinheit / Drive unit",NEEDS_REVIEW,"","","",""
7585081e-e5a6-4220-b565-ff6f6131abc0,11,"T�ren / Doors","","T�ren / Doors",NEEDS_REVIEW,"","","",""
39d80b11-d222-4087-86ff-fd34e56011ca,11,"Stk. Artikel Bezeichnung","","Stk. Artikel Bezeichnung",NEEDS_REVIEW,"","","",""
179020f8-c0da-4487-9cf6-f30679638631,11,"Typ / Zeichnungsnr. Type / Drawing no.","","Typ / Zeichnungsnr. Type / Drawing no.",NEEDS_REVIEW,"","","",""
0533d530-22d6-4bed-bf9c-4b3821fa3349,11,"Tankt�r rechts Door fuel right","","Tankt�r rechts Door fuel right",NEEDS_REVIEW,"","","",""
0d0ede55-5bd3-40b3-8af4-0ac08268ff49,11,"0750 02 10 20 00 1-20161018","","0750 02 10 20 00 1-20161018",NEEDS_REVIEW,"","","",""
2450f7c1-666c-4253-b3ff-9053ef32e4a0,11,"Tankt�r links Door fuel left","","Tankt�r links Door fuel left",NEEDS_REVIEW,"","","",""
0c5d7868-8282-4372-a8fd-59a44a46ee13,11,"0750 02 10 10 00 1-20161018","","0750 02 10 10 00 1-20161018",NEEDS_REVIEW,"","","",""
78f5d49a-d062-4aa5-9bfe-c7e4039f90f6,11,"T�r Schaltschrank rechts 0750 02 10 41 00 1-13610611 Door control cabinet right","","T�r Schaltschrank rechts 0750 02 10 41 00 1-13610611 Door control cabinet right",NEEDS_REVIEW,"","","",""
199d477b-4831-498d-a8e0-11576823f59c,11,"T�r Luftfilter links Door air-filter left","","T�r Luftfilter links Door air-filter left",NEEDS_REVIEW,"","","",""
251fd18c-4c66-4875-93f4-80c19878ca74,11,"0750 02 10 31 00 2-13610611","","0750 02 10 31 00 2-13610611",NEEDS_REVIEW,"","","",""
f50c5127-d563-4474-8866-c87473b7580c,11,"Bemerkung / Seriennummer Comment / serial number","","Bemerkung / Seriennummer Comment / serial number",NEEDS_REVIEW,"","","",""
0d8af634-3a0c-430f-a4ea-d6dcb49f3731,11,"3 3997 T�rschloss, komplett","","3 3997 T�rschloss, komplett",NEEDS_REVIEW,"","","",""
06735e90-63fe-41b9-b374-e60288d14c50,11,"Door locks, complete","","Door locks, complete",NEEDS_REVIEW,"","","",""
4a7b80e1-7202-478f-809c-3b90d616d5bf,11,"3 3996 Dichtungsrahmen","","3 3996 Dichtungsrahmen",NEEDS_REVIEW,"","","",""
8c1990a3-2308-486b-ac55-003ad4ae52fa,11,"Sealing","","Sealing",REJECTED,"","","",""
bf977835-2a5e-4b00-8b48-075d3d9f5dc1,11,"160,7 x 114,3 x 2 mm","","160,7 x 114,3 x 2 mm",NEEDS_REVIEW,"","","",""
a693b7e8-c3b5-42d9-8d79-72bd65a704b4,11,"3 5702 T�rfeststeller, komplett","","3 5702 T�rfeststeller, komplett",NEEDS_REVIEW,"","","",""
ac3557aa-937d-4725-9b88-f989e28d17c2,11,"Door stop, complete","","Door stop, complete",NEEDS_REVIEW,"","","",""
25e38d19-a3cc-4d38-8561-1811c19595bb,12,"","12 / 31","12 / 31",REJECTED,"","","",""
f0e74185-24d7-4c82-bca3-b36948eb0faf,12,"18194 18198 3041 3915","","18194 18198 3041 3915",NEEDS_REVIEW,"","","",""
0b2e71cb-2a4d-45a5-82a5-104c7bc3a39b,12,"Tortreibriegel Gate bolt","","Tortreibriegel Gate bolt",NEEDS_REVIEW,"","","",""
85a491cf-283d-4e90-b42d-df82ce91d8b8,12,"Stange zu Tortreibriegel Rod for gate bolt","","Stange zu Tortreibriegel Rod for gate bolt",NEEDS_REVIEW,"","","",""
7c10663d-9658-40fd-8dff-0bcc3a2bd539,12,"Glasscheibe Glass pane","","Glasscheibe Glass pane",NEEDS_REVIEW,"","","",""
dc2198f4-8ea6-4b7d-8397-d5b3576ef1aa,12,"Verschlussspanner Closing clamp","","Verschlussspanner Closing clamp",NEEDS_REVIEW,"","","",""
3036b172-bb6f-4009-acea-43fe126a2974,12,"249-9105 13mm verzinkt / galvanised 13 x 2.500 mm","","249-9105 13mm verzinkt / galvanised 13 x 2.500 mm",NEEDS_REVIEW,"","","",""
4ebe7220-941c-4617-bd3a-31bcf89a5be0,12,"0850 06 10 01 01 2 ESG 341-RSS Edelstahl / Stainless steel","","0850 06 10 01 01 2 ESG 341-RSS Edelstahl / Stainless steel",NEEDS_REVIEW,"","","",""
504efd6b-99dd-4f3f-88b0-934c90567450,12,"Schl�ssel-Nr./ Key no.: CH571 V","","Schl�ssel-Nr./ Key no.: CH571 V",NEEDS_REVIEW,"","","",""
eb3c6450-2aeb-4c04-8ce7-88a3673a22c1,12,"Bestehend aus Halteschloss (Art.-Nr. V 3994) und Schlie�keil (Art.-Nr. 3995) Including door carrier lock (art. no. 3994) and lock striker (art. no. 3995)","","Bestehend aus Halteschloss (Art.-Nr. V 3994) und Schlie�keil (Art.-Nr. 3995) Including door carrier lock (art. no. 3994) and lock striker (art. no. 3995)",NEEDS_REVIEW,"","","",""
2575980e-66ed-4f66-a388-765f47826f76,12,"ohne Abbildung","","ohne Abbildung",NEEDS_REVIEW,"","","",""
19145fe7-4d58-4eba-a55d-0d901fd4dd51,12,"not illustrated","","not illustrated",NEEDS_REVIEW,"","","",""
27287bc8-8eca-42a9-9902-b54741c3a75c,12,"HAMMEL Recyclingtechnik GmbH","","HAMMEL Recyclingtechnik GmbH",NEEDS_REVIEW,"","","",""
d01f8374-620a-48a4-8110-5d33df802a6c,12,"4. Hackwerk / Shredding unit","","4. Hackwerk / Shredding unit",NEEDS_REVIEW,"","","",""
1c9881ff-caff-4ee2-8d67-09bb9d8d0272,12,"Hackwerk / Shredding unit","","Hackwerk / Shredding unit",NEEDS_REVIEW,"","","",""
1b6eeb87-1533-4ad2-a061-b9a911fceb16,12,"Zeichnung �hnlich / similar drawing","","Zeichnung �hnlich / similar drawing",NEEDS_REVIEW,"","","",""
38c80458-6014-4422-955e-dfbc1ace5695,12,"Typ / Zeichnungsnr. Type / Drawing no.","","Typ / Zeichnungsnr. Type / Drawing no.",NEEDS_REVIEW,"","","",""
15208235-bfdd-4420-9d57-74a22254dad7,12,"Getriebe Gearbox","","Getriebe Gearbox",NEEDS_REVIEW,"","","",""
fa42736b-2cc6-4d81-a9ec-30cffa73fe04,12,"Hackergeh�use Shredder housing","","Hackergeh�use Shredder housing",NEEDS_REVIEW,"","","",""
b949fe29-9fd4-4296-b982-d3d5794b27c1,12,"0750 04 00 02 00 3-13610611","","0750 04 00 02 00 3-13610611",NEEDS_REVIEW,"","","",""
6bd7ea2a-feee-43f7-87f9-714f6c44e734,12,"20600 Verschlei�blech (Getriebe-","","20600 Verschlei�blech (Getriebe-",NEEDS_REVIEW,"","","",""
d0060d8d-5227-4804-922e-59c335b2ee44,12,"0752 04 11 01 00 2-12410810","","0752 04 11 01 00 2-12410810",NEEDS_REVIEW,"","","",""
fbffcdb3-5796-4592-adf1-e1aa135525fd,12,"Wear plate (gearbox side)","","Wear plate (gearbox side)",NEEDS_REVIEW,"","","",""
86943c68-25e6-4be5-a496-673188f6a8d6,12,"Wearing sheet (bearing side)","","Wearing sheet (bearing side)",NEEDS_REVIEW,"","","",""
9506eeae-b538-4be9-b8b5-fffdeff5c17c,12,"T�r Hackwerk Door shredder housing","","T�r Hackwerk Door shredder housing",NEEDS_REVIEW,"","","",""
4ee26ff3-e42a-47f8-87a4-f5638ce8db1e,12,"0750 04 10 03 00 1-13610611","","0750 04 10 03 00 1-13610611",NEEDS_REVIEW,"","","",""
7923e0c0-973f-4ea7-adb4-9a2421b2d214,12,"1901 Umlenkrad","","1901 Umlenkrad",NEEDS_REVIEW,"","","",""
0d193788-831e-49c2-b6ad-9b3015dae8d8,12,"Idler wheel","","Idler wheel",NEEDS_REVIEW,"","","",""
f1e48925-a003-45cd-9547-014c087fb10d,12,"0000 05 13 20 00 1","","0000 05 13 20 00 1",NEEDS_REVIEW,"","","",""
ed11804a-cde5-49c9-871f-1695cf9af5e2,12,"5584 Abdichtgummi unter Hacker- 2150 x 100 x 10 mm","","5584 Abdichtgummi unter Hacker- 2150 x 100 x 10 mm",NEEDS_REVIEW,"","","",""
393d35cc-32a9-49c0-adbd-5782fdc0ddac,12,"geh�use","","geh�use",REJECTED,"","","",""
18559671-a0ee-43e7-ad27-1c8cdb8dc307,12,"Sealing rubber under the chopper housing","","Sealing rubber under the chopper housing",NEEDS_REVIEW,"","","",""
3a7e3d5b-ba49-4b42-bfb8-5bae4f769969,12,"1577 Wellenlagerung, komplett","","1577 Wellenlagerung, komplett",NEEDS_REVIEW,"","","",""
bc97d36f-d2b4-4ba8-9bbb-425b0ee449df,12,"VB650/750","","VB650/750",REJECTED,"","","",""
6c9b49c7-2658-4e42-99e1-92ea8734dd38,12,"Tool shaft bearing, complete 0750 04 02 18 00 1","","Tool shaft bearing, complete 0750 04 02 18 00 1",NEEDS_REVIEW,"","","",""
a5bf806d-4b50-4960-8ccb-cd7198badbec,12,"8.1 20","","8.1 20",REJECTED,"","","",""
a90e5082-0569-4366-b33c-da27aba5c7bd,12,"Sechskantschraube Hexagon screw","","Sechskantschraube Hexagon screw",NEEDS_REVIEW,"","","",""
1e6fda39-9ac6-4f50-a03f-609f34d20ad6,12,"ISO 4014 � M20 x 110 - 10.9","","ISO 4014 � M20 x 110 - 10.9",NEEDS_REVIEW,"","","",""
c15916ff-67af-4d8e-9e13-7233c6910996,12,"8.2 20 1010 Keilsicherungsscheibe Wedge lock washer","","8.2 20 1010 Keilsicherungsscheibe Wedge lock washer",NEEDS_REVIEW,"","","",""
5ed18866-a030-4147-8e86-248fd529744c,20,"NL20sp (M20 / 21,4 x 39 x 3,4 mm)","","NL20sp (M20 / 21,4 x 39 x 3,4 mm)",NEEDS_REVIEW,"","","",""
ae1baae8-b723-4a11-b57b-b0835f385358,20,"Kabelf�hrung Cable routing","","Kabelf�hrung Cable routing",NEEDS_REVIEW,"","","",""
58259773-11ac-45d7-9dbf-3dfd796b79a1,20,"0750 03 05 01 01 1-13610611","","0750 03 05 01 01 1-13610611",NEEDS_REVIEW,"","","",""
ea5f22a3-c741-4927-8448-982fad0c71b7,20,"HAMMEL Recyclingtechnik GmbH","","HAMMEL Recyclingtechnik GmbH",NEEDS_REVIEW,"","","",""
6307fbd5-083f-418f-9f68-d14b8e28daf7,20,"D = 200 mm","","D = 200 mm",REJECTED,"","","",""
3d7f19b8-9ef2-4274-97cc-8fd8d2a4e9fa,20,"ohne Abbildung","","ohne Abbildung",NEEDS_REVIEW,"","","",""
85138d21-8808-43ff-a98d-986c245eded0,20,"not illustrated","","not illustrated",NEEDS_REVIEW,"","","",""
3d993382-bf11-4e56-98a8-aa8f4598b7c1,20,"Befestigung Wellenlagerung Mounting material for shafts bearing Befestigung Wellenlagerung Mounting material for shafts bearing","","Befestigung Wellenlagerung Mounting material for shafts bearing Befestigung Wellenlagerung Mounting material for shafts bearing",NEEDS_REVIEW,"","","",""
267e66cd-9e97-4429-829b-11b26d963bda,13,"","13 / 31","13 / 31",REJECTED,"","","",""
2bcab3b1-7096-4c62-bbfd-ce1a0c8434a3,13,"Hackwerk / Shredding unit","","Hackwerk / Shredding unit",NEEDS_REVIEW,"","","",""
ad724bd6-2b5b-415f-bd3c-872d8e0b54c9,13,"Werkzeugwellen / Tool shafts","","Werkzeugwellen / Tool shafts",NEEDS_REVIEW,"","","",""
a1a915fd-22c6-4d4a-9a3d-aca0fb13c834,13,"Stk.","","Stk.",REJECTED,"","","",""
58392734-f3d1-4a30-ad84-c7ca152d90e4,13,"Artikel Bezeichnung","","Artikel Bezeichnung",NEEDS_REVIEW,"","","",""
c1e8e121-4389-40df-b971-4bfbd74700c5,13,"969 Werkzeugwellen","","969 Werkzeugwellen",NEEDS_REVIEW,"","","",""
e7618d2d-86b8-4fd9-bf3e-8c309f44c185,13,"(1 Paar) (1 pair)","","(1 Paar) (1 pair)",NEEDS_REVIEW,"","","",""
122d5237-285c-4cb5-b5ba-b846af3b8a05,13,"","(XP)","(XP)",REJECTED,"","","",""
43ef0a09-1691-46c8-800b-4d0d03079072,13,"Tool shafts","","Tool shafts",NEEDS_REVIEW,"","","",""
e1e79586-783f-4102-97f3-0e629c5b19a7,13,"Anzahl je Welle Quantity per tool shaft","","Anzahl je Welle Quantity per tool shaft",NEEDS_REVIEW,"","","",""
e6b345a3-9e17-4db0-b1ff-a6c8d61bcbd9,13,"1.1","","1.1",REJECTED,"","","",""
cb33da9d-e539-428a-88ce-b1f38d06c1d4,13,"Anzahl gesamt Quantity total","","Anzahl gesamt Quantity total",NEEDS_REVIEW,"","","",""
e51ad958-092e-43e4-bfd8-f99b1f0750cd,13,"1.2","","1.2",REJECTED,"","","",""
25d3038b-ee8d-40df-8fa3-407d4b4f5120,13,"1.3","","1.3",REJECTED,"","","",""
9e3a5a21-ebf4-4e4e-9f22-a26315f08946,13,"1.4","","1.4",REJECTED,"","","",""
30da0502-796f-4ff9-9c81-34e233510728,13,"1.5","","1.5",REJECTED,"","","",""
3618a157-c90e-4073-8b9b-526600ce3bc7,13,"1.6","","1.6",REJECTED,"","","",""
17daab29-40ac-4e00-a59d-9e1d63032c0f,13,"1.7","","1.7",REJECTED,"","","",""
f5a3d98f-bffd-4ab3-b7d0-c5815b2c7092,13,"1.8","","1.8",REJECTED,"","","",""
722389bc-2fc1-4e25-b445-6105324c894a,14,"","14 / 31","14 / 31",REJECTED,"","","",""
170f0583-4249-42ae-ab50-c4dee835fb8b,14,"Welle Grundk�rper Shafts basic body","","Welle Grundk�rper Shafts basic body",NEEDS_REVIEW,"","","",""
b503ac62-fb5f-455b-a9ed-ddf5a03087a4,14,"Ring Ring","","Ring Ring",REJECTED,"","","",""
d2a753bb-df43-4856-873c-cb6708b9be4e,14,"Kleeblattkupplung Cloverleaf coupling","","Kleeblattkupplung Cloverleaf coupling",NEEDS_REVIEW,"","","",""
ce7422a6-3469-4a9e-83a1-a1312556be8d,14,"Ausr�umer Teil 1 Reamer, part 1","","Ausr�umer Teil 1 Reamer, part 1",NEEDS_REVIEW,"","","",""
b110858c-a499-43d2-ba79-0ef67dd4740c,14,"Ausr�umer Teil 2 Reamer, part 2","","Ausr�umer Teil 2 Reamer, part 2",NEEDS_REVIEW,"","","",""
289a8bb7-85ec-4235-8e38-c30f5674c698,14,"Werkzeugscheibe Tool disc","","Werkzeugscheibe Tool disc",NEEDS_REVIEW,"","","",""
2a7f6404-226e-4cbd-9ba0-2fd7323e01f5,14,"Wellenlagerung Tool shaft bearing","","Wellenlagerung Tool shaft bearing",NEEDS_REVIEW,"","","",""
7819d3f6-beaa-4d37-a063-f30bb19ce8c1,14,"Typ / Zeichnungsnr. Type / Drawing no.","","Typ / Zeichnungsnr. Type / Drawing no.",NEEDS_REVIEW,"","","",""
f4532290-0b48-434c-8dc1-2bcae678c2fe,14,"Bemerkung / Seriennummer Comment / serial number","","Bemerkung / Seriennummer Comment / serial number",NEEDS_REVIEW,"","","",""
ef8e403b-860c-40ce-b6c1-014bd47ddf47,14,"650/750 5-teilig 7/7 Scheiben (Uni)","","650/750 5-teilig 7/7 Scheiben (Uni)",NEEDS_REVIEW,"","","",""
2010c316-5ca0-4ffa-9de0-bacef37d46f6,14,"S/N 2494 K V","","S/N 2494 K V",NEEDS_REVIEW,"","","",""
3605fcfa-1614-44c2-9207-6340ab6c0cd1,14,"0750 04 02 70 00 5 (rechts / right)","","0750 04 02 70 00 5 (rechts / right)",NEEDS_REVIEW,"","","",""
8d00e7f2-e091-4387-a8e4-381419891a2a,14,"mit Kl�tzchen Endscheibe","","mit Kl�tzchen Endscheibe",NEEDS_REVIEW,"","","",""
f616ce93-ce78-455c-95f9-88c3c1f820e5,14,"with small blocks end plate","","with small blocks end plate",NEEDS_REVIEW,"","","",""
9866e6ca-7633-4fe3-8b82-8b93eb4e23f9,14,"0750 04 02 71 00 5 (links / left)","","0750 04 02 71 00 5 (links / left)",NEEDS_REVIEW,"","","",""
ec7dae8d-224c-4625-afac-07a0796d1333,14,"0750 04 02 00 00 1 0750 04 02 00 05 1 0750 04 02 00 06 1 0750 04 02 00 02 1 0750 04 02 00 01 1 0750 04 02 00 08 1 0750 04 02 00 03 1","","0750 04 02 00 00 1 0750 04 02 00 05 1 0750 04 02 00 06 1 0750 04 02 00 02 1 0750 04 02 00 01 1 0750 04 02 00 08 1 0750 04 02 00 03 1",NEEDS_REVIEW,"","","",""
4343a47d-a5c5-42ca-a257-5e2cdf30f04d,14,"HAMMEL Recyclingtechnik GmbH","","HAMMEL Recyclingtechnik GmbH",NEEDS_REVIEW,"","","",""
c62de588-05e2-4c94-93d3-8708eccfbf3d,14,"Hackwerk / Shredding unit","","Hackwerk / Shredding unit",NEEDS_REVIEW,"","","",""
106f05dc-1394-4263-986d-2357d2552620,14,"Zeichnung �hnlich / similar drawing","","Zeichnung �hnlich / similar drawing",NEEDS_REVIEW,"","","",""
18af3213-7ebf-4173-89fe-2896d48675c9,14,"Stk.","","Stk.",REJECTED,"","","",""
0c9167d7-7eed-4c10-bc70-d79910139a79,14,"Artikel Bezeichnung","","Artikel Bezeichnung",NEEDS_REVIEW,"","","",""
c5fa6f18-3f99-4e20-8367-447f53fc719d,14,"Typ / Zeichnungsnr. Type / Drawing no.","","Typ / Zeichnungsnr. Type / Drawing no.",NEEDS_REVIEW,"","","",""
642ba51e-8dc3-4d5f-ab42-b9019b4cb236,14,"Werkzeugscheiben","","Werkzeugscheiben",NEEDS_REVIEW,"","","",""
4bff457d-eb73-4ed9-b899-0f794754875d,14,"650/750 5-teilig","","650/750 5-teilig",NEEDS_REVIEW,"","","",""
ff54ae3c-38ac-4437-8f2f-c023370303f2,14,"Tool discs","","Tool discs",REJECTED,"","","",""
2b37504e-993f-42a1-8b9a-0ded9a95cd64,14,"650/750 5-part","","650/750 5-part",NEEDS_REVIEW,"","","",""
493b9917-2ad8-4719-938c-aa75fc3ce34f,14,"Anzahl je Scheibe Quantity per tool","","Anzahl je Scheibe Quantity per tool",NEEDS_REVIEW,"","","",""
926e09f2-dd73-4ae8-aea8-697ba1897fd9,14,"disc","","disc",REJECTED,"","","",""
7f29e286-e1aa-4493-8ef3-76aa02c3ac1e,14,"Anzahl gesamt Quantity total","","Anzahl gesamt Quantity total",NEEDS_REVIEW,"","","",""
79b2190c-e0d6-480c-9aba-7c4e7e6cadbd,14,"Werkzeugscheibe Grundk�rper Tool disc, base body","","Werkzeugscheibe Grundk�rper Tool disc, base body",NEEDS_REVIEW,"","","",""
17baab63-6d98-4763-8f6c-877d17794c7c,14,"Messer Knife","","Messer Knife",NEEDS_REVIEW,"","","",""
4e8f3c2c-6da3-496c-9396-50b5a78e4db0,14,"0750 04 02 72 01 1","","0750 04 02 72 01 1",NEEDS_REVIEW,"","","",""
190b5cbb-cebf-4185-a02f-4cae03c1e733,14,"Messer (kurz) Knife (short)","","Messer (kurz) Knife (short)",NEEDS_REVIEW,"","","",""
5311e348-b82d-4822-a6a5-d1e96378ffe6,14,"Vorrei�er Forward breaker","","Vorrei�er Forward breaker",NEEDS_REVIEW,"","","",""
06eef2e0-0423-4711-86b9-bbf27c69ef09,14,"0950 04 02 00 17 1","","0950 04 02 00 17 1",NEEDS_REVIEW,"","","",""
666991a9-67a7-484e-babf-9f832ebff008,14,"Kombinierter Vor-/R�ckrei�er Forward/backward breaker","","Kombinierter Vor-/R�ckrei�er Forward/backward breaker",NEEDS_REVIEW,"","","",""
dce0773c-cfae-4d3f-bd29-7d32941cef39,14,"0950 04 02 00 10 2","","0950 04 02 00 10 2",NEEDS_REVIEW,"","","",""
bf4ef160-b8f0-4cb4-b9a8-86e2ee697312,14,"Stumpfer Vorrei�er Blunt forward breaker","","Stumpfer Vorrei�er Blunt forward breaker",NEEDS_REVIEW,"","","",""
c037100a-23ab-4347-861e-9f1f780539ce,14,"0950 04 02 00 11 1","","0950 04 02 00 11 1",NEEDS_REVIEW,"","","",""
66bfc3f6-8a7a-459e-8425-2057b78b0bcf,14,"130","","130",REJECTED,"","","",""
c49eab59-42e9-4c5a-9268-d10225cd9122,14,"Kl�tzchen Blocks","","Kl�tzchen Blocks",NEEDS_REVIEW,"","","",""
5919f1fc-864f-4234-a0a3-7e04b266f925,14,"0750 04 02 72 02 2","","0750 04 02 72 02 2",NEEDS_REVIEW,"","","",""
e251e751-9004-4795-b049-79ad82bba3ca,14,"Anzahl je Welle Quantity per tool shaft","","Anzahl je Welle Quantity per tool shaft",NEEDS_REVIEW,"","","",""
5445b18b-e1a5-481b-8a0b-9d4b7083f64e,14,"Anzahl gesamt Quantity total","","Anzahl gesamt Quantity total",NEEDS_REVIEW,"","","",""
e3641c7f-9f69-4839-901e-0937e09db8e3,14,"Kl�tzchen (Endscheibe) Blocks (end plate)","","Kl�tzchen (Endscheibe) Blocks (end plate)",NEEDS_REVIEW,"","","",""
ffa18d19-ecd5-4fb5-9288-4f8c9c98b53c,14,"Verschlei�platte Wearing plate","","Verschlei�platte Wearing plate",NEEDS_REVIEW,"","","",""
d5d6a41c-1e9f-46c3-a4c3-84f89dc81456,14,"Bemerkung / Seriennummer Comment / serial number","","Bemerkung / Seriennummer Comment / serial number",NEEDS_REVIEW,"","","",""
e1547c06-7a0e-4992-9f37-203d217abf61,14,"","t=55 mm","t=55 mm",REJECTED,"","","",""
dcda9134-f996-4041-810e-63c94a0997c9,14,"","t=40 mm","t=40 mm",REJECTED,"","","",""
5243c75f-cc81-4c42-8081-9fe4a79cad94,14,"nicht verbaut / not installed","","nicht verbaut / not installed",NEEDS_REVIEW,"","","",""
7ef31ead-d53d-4d19-af74-882be04424b5,14,"","t=40 mm","t=40 mm",REJECTED,"","","",""
e356a127-246c-4241-a0d2-af849a4fcc77,14,"","t=40 mm","t=40 mm",REJECTED,"","","",""
0f59fa98-3eb8-4859-8a44-240d97f6432a,14,"","t=40 mm","t=40 mm",REJECTED,"","","",""
fc486420-c0cb-4e09-be80-c72dd7a523af,14,"","t=40 mm","t=40 mm",REJECTED,"","","",""
50a39e40-436e-4fb7-8b45-443449a69467,14,"Welle / shaft:","","Welle / shaft:",NEEDS_REVIEW,"","","",""
d5370c9d-0457-4bd0-8b4d-b783b69df3f8,14,"0750 04 02 70 00 5","","0750 04 02 70 00 5",NEEDS_REVIEW,"","","",""
