extraction_row_id,source_page,raw_part_number,raw_designation,evidence_snippet,validation_status,review_decision_active,corrected_part_number,corrected_designation,rationale
c2eed74d-0fd9-46b3-878d-265c43eca0b4,5,"","5 / 31","5 / 31",REJECTED,"","","",""
a3057c08-f1c1-4a4d-bcda-fc5a39fa12fe,5,"Antriebseinheit / Drive unit","","Antriebseinheit / Drive unit",NEEDS_REVIEW,"","","",""
7dbbdb6b-df28-4080-abd0-1da4025b6269,5,"Typ / Zeichnungsnr. Type / Drawing no.","","Typ / Zeichnungsnr. Type / Drawing no.",NEEDS_REVIEW,"","","",""
76544371-4ea0-4091-b256-7a33d2c0a0d3,5,"Luftfilter Air filter","","Luftfilter Air filter",NEEDS_REVIEW,"","","",""
b12ec287-45fc-46fe-8037-c4f62f186445,5,"FRG-150255","","FRG-150255",REJECTED,"","","",""
4d678067-0654-49d8-aec0-8c7138f8dce4,5,"1.1","","1.1",REJECTED,"","","",""
cd9dcaf8-379a-4672-bdc0-5b74adb1e3ce,5,"1 8178 Luftfilter Hauptelement","","1 8178 Luftfilter Hauptelement",NEEDS_REVIEW,"","","",""
9253c3ad-56d7-447d-939f-a5fb796453e6,5,"Air filter: Main element","","Air filter: Main element",NEEDS_REVIEW,"","","",""
5ecbcf53-ffbc-4d89-8bd1-f2951dc7e92a,5,"P78-5590","","P78-5590",REJECTED,"","","",""
38ff54fb-0a21-4349-96ce-f14064446210,5,"1.2","","1.2",REJECTED,"","","",""
01b82e62-24c9-4f3b-9ef6-3202c295dd6c,5,"1 17582 Luftfilter Sicherheitselement","","1 17582 Luftfilter Sicherheitselement",NEEDS_REVIEW,"","","",""
5499a991-21fd-4669-a3a5-38d2389f1c7e,5,"Air filter: Safety element","","Air filter: Safety element",NEEDS_REVIEW,"","","",""
8c2c5f8c-b30e-4b0b-a80b-74f8e2bf895f,5,"P78-5401","","P78-5401",REJECTED,"","","",""
6a4f96a5-f8de-450e-9ace-d779d3bb9183,5,"Diesel Exhaust Fluid Tank Diesel exhaust fluid tank","","Diesel Exhaust Fluid Tank Diesel exhaust fluid tank",NEEDS_REVIEW,"","","",""
f4770d27-aebd-4beb-ac29-d87e8531b201,5,"DEF-Filter (DEF-Pumpengruppe) DEF filter (DEF pump group)","","DEF-Filter (DEF-Pumpengruppe) DEF filter (DEF pump group)",NEEDS_REVIEW,"","","",""
8cac5775-06e1-4e72-8c1d-6145a03a7597,5,"378-3187","","378-3187",REJECTED,"","","",""
2c6a4fe5-bf78-4a47-b67b-868b6d84108a,5,"DEF-Filter (DEF-Sammelleitung) DEF filter (DEF manifold)","","DEF-Filter (DEF-Sammelleitung) DEF filter (DEF manifold)",NEEDS_REVIEW,"","","",""
688fe132-4334-4cbe-97e1-085f2036640e,5,"506-5818 oder / or","","506-5818 oder / or",NEEDS_REVIEW,"","","",""
51dbea89-afbe-403b-a348-05d7acbcbfd2,5,"506-5819 (Kit mit Halter und 2 Schrauben / Kit, includes retainer and 2 screws)","","506-5819 (Kit mit Halter und 2 Schrauben / Kit, includes retainer and 2 screws)",NEEDS_REVIEW,"","","",""
29050b53-71ed-4f94-8cfb-5197ce04e4e2,5,"DEF-Filter (DEF-Sammelleitung) DEF filter (DEF manifold)","","DEF-Filter (DEF-Sammelleitung) DEF filter (DEF manifold)",NEEDS_REVIEW,"","","",""
68849349-bceb-4187-bb1f-d7c81bc80088,5,"584-8137","","584-8137",REJECTED,"","","",""
09e6416d-7689-4b0e-b30c-0784c637e8af,5,"1 8074 Luft-Vorfilter","","1 8074 Luft-Vorfilter",NEEDS_REVIEW,"","","",""
e13147e0-1f0c-4196-aeb5-0199b182dcaa,5,"Air prefilter","","Air prefilter",NEEDS_REVIEW,"","","",""
a76385ab-8f65-4a8d-8719-1424f27c50bf,5,"TopSpin H002857","","TopSpin H002857",NEEDS_REVIEW,"","","",""
77bcb4b2-f14e-490c-aceb-645e052355ad,5,"Bemerkung / Seriennummer Comment / serial number","","Bemerkung / Seriennummer Comment / serial number",NEEDS_REVIEW,"","","",""
dece8c19-4a47-48d3-aad0-d39c73843b06,5,"Luftfilter-Set X77-0693 (bestehend","","Luftfilter-Set X77-0693 (bestehend",NEEDS_REVIEW,"","","",""
8b26cb64-5315-4d53-ab5a-b15ac71779c0,5,"aus Hauptelement und Sicherheit-","","aus Hauptelement und Sicherheit-",NEEDS_REVIEW,"","","",""
d854a3a8-a4e9-4abd-9b51-fe896a41b0f1,5,"selement): Art.-Nr. 3721","","selement): Art.-Nr. 3721",NEEDS_REVIEW,"","","",""
dffa960d-9175-4d10-a548-06069dbff005,5,"Service-Kit for air filter X77-0693 (in-","","Service-Kit for air filter X77-0693 (in-",NEEDS_REVIEW,"","","",""
a6630693-d160-43c0-9dc7-d03211a50eb2,5,"cludes main element and safety element): art. no. 3721","","cludes main element and safety element): art. no. 3721",NEEDS_REVIEW,"","","",""
54e216a2-7c10-494b-9467-e4c52d8c1762,5,"S/N PET190244M V","","S/N PET190244M V",NEEDS_REVIEW,"","","",""
5b381fa3-808b-48e1-90a4-d0dcf06b40b6,5,"Ohne Abbildung. Mehr Informatio-","","Ohne Abbildung. Mehr Informatio-",NEEDS_REVIEW,"","","",""
59c5daf9-089a-496d-a921-a7b035ecba5b,5,"nen zu den DEF-Filtern finden Sie im","","nen zu den DEF-Filtern finden Sie im",NEEDS_REVIEW,"","","",""
95666bf9-1528-4eba-b60f-6c1d645db1bb,5,"CAT-Handbuch.","","CAT-Handbuch.",NEEDS_REVIEW,"","","",""
9fce5112-34d8-4882-ba31-6e8c5bc29c01,5,"Without illustration. More information on the DEF filters can be found in the CAT manual.","","Without illustration. More information on the DEF filters can be found in the CAT manual.",NEEDS_REVIEW,"","","",""
61f7dbe0-fa06-4796-91c4-126ce20e366a,5,"nicht verbaut / not installed","","nicht verbaut / not installed",NEEDS_REVIEW,"","","",""
f0c057bd-c084-43cb-81be-55476580d43e,6,"","6 / 31","6 / 31",REJECTED,"","","",""
156cfee7-910d-4b40-9944-e97a59f86545,6,"HAMMEL Recyclingtechnik GmbH","","HAMMEL Recyclingtechnik GmbH",NEEDS_REVIEW,"","","",""
1476bb06-beb7-4df1-98f5-60e7e4eb63a7,6,"Antriebseinheit / Drive unit","","Antriebseinheit / Drive unit",NEEDS_REVIEW,"","","",""
0a80eec5-c36b-4d09-8871-78dcbbeaa400,6,"1 16253 Kombik�hler","","1 16253 Kombik�hler",NEEDS_REVIEW,"","","",""
de19e234-7b0d-49d1-bb1d-d5014ae35763,6,"Combined cooler","","Combined cooler",NEEDS_REVIEW,"","","",""
3323d885-5ddc-453e-a3b8-57992854752f,6,"1 22025 L�fterrad (Wendel�fter)","","1 22025 L�fterrad (Wendel�fter)",NEEDS_REVIEW,"","","",""
da96b115-918a-4b63-bbde-58c3dedf6130,6,"(Option)","","(Option)",REJECTED,"","","",""
7bd69b71-b202-4b78-82af-f2eb80d12ddb,6,"Fan wheel (reversible fan) (option)","","Fan wheel (reversible fan) (option)",NEEDS_REVIEW,"","","",""
53b655ef-4326-41bc-a1ba-48a9942c4765,6,"1 21217 Steuereinheit","","1 21217 Steuereinheit",NEEDS_REVIEW,"","","",""
152cda5f-2152-41da-afe3-f6118b9a8b84,6,"(Option)","","(Option)",REJECTED,"","","",""
c5564aad-d687-4790-ba44-31c8986ebeb3,6,"Control unit (option)","","Control unit (option)",NEEDS_REVIEW,"","","",""
f053c90d-476e-4c47-a90f-99392b5fa8b8,6,"3.1 1 21021 Luftfilter f�r Steuereinheit Air filter for control unit","","3.1 1 21021 Luftfilter f�r Steuereinheit Air filter for control unit",NEEDS_REVIEW,"","","",""
cc150f80-5605-4e7a-9b36-6d943528ede2,6,"3 796","","3 796",REJECTED,"","","",""
9694ea4e-4952-4147-94a3-d5085f399839,6,"Gummipuffer","","Gummipuffer",NEEDS_REVIEW,"","","",""
1d629ce3-386e-417f-8961-1e39426daac7,6,"Rubber mounts","","Rubber mounts",NEEDS_REVIEW,"","","",""
a6a1542f-e6ff-4c90-95c4-87e9cd679134,6,"2 794","","2 794",REJECTED,"","","",""
ffe2060d-2e06-4bb5-a1ce-e0c4a6b89bfc,6,"Gummipuffer","","Gummipuffer",NEEDS_REVIEW,"","","",""
3ac709a1-2eed-4151-a85d-092373c68cf2,6,"Rubber mounts","","Rubber mounts",NEEDS_REVIEW,"","","",""
7dbc0815-2bc0-4d8e-aec5-fe34d193eac0,6,"Typ / Zeichnungsnr. Type / Drawing no.","","Typ / Zeichnungsnr. Type / Drawing no.",NEEDS_REVIEW,"","","",""
8818d43d-7a3d-43f1-b185-f9fb3be1e7bd,6,"FR6692350008","","FR6692350008",NEEDS_REVIEW,"","","",""
13964016-9733-41ac-ac95-0d56b88e545d,6,"Bemerkung / Seriennummer Comment / serial number","","Bemerkung / Seriennummer Comment / serial number",NEEDS_REVIEW,"","","",""
d196b787-794f-449d-a204-647b9d08fae5,6,"S/N","","S/N",REJECTED,"","","",""
ea3376b8-9fb0-4ec7-a883-14b9acef24f8,6,"K�2671 V","","K�2671 V",REJECTED,"","","",""
12d7da39-2ef3-457a-acf3-231cfe16852f,6,"Cleanfix-Kit C222/9 D1000 Z61 18�-37� Thermostat 50�C","","Cleanfix-Kit C222/9 D1000 Z61 18�-37� Thermostat 50�C",NEEDS_REVIEW,"","","",""
25dd4228-41e6-4ee8-92c0-a436118eb7be,6,"enth�lt L�fterrad (Art. 16676), und Steuereinheit 4.0 (Art. 21217)","","enth�lt L�fterrad (Art. 16676), und Steuereinheit 4.0 (Art. 21217)",NEEDS_REVIEW,"","","",""
72ab25c7-ea68-4c57-9314-420c3bbe89d8,6,"includes fan wheel (art. 16676) and control unit 4.0 (art. 21217)","","includes fan wheel (art. 16676) and control unit 4.0 (art. 21217)",NEEDS_REVIEW,"","","",""
0b6a5775-0429-4865-aebc-9072a48249ad,6,"4.0 24V auto","","4.0 24V auto",NEEDS_REVIEW,"","","",""
6bdae7e9-ca32-4268-8abc-fb72fd08d7e3,6,"L�fterrad / fan wheel:","","L�fterrad / fan wheel:",NEEDS_REVIEW,"","","",""
4d4725f4-aad7-44f8-bad2-6f989689989a,6,"S/N 210248","","S/N 210248",REJECTED,"","","",""
0bb72bca-98ac-4de2-a27e-d6dd8227c899,6,"mit Spacer / with spacer ZN 0750 02 02 03 02 1-13610611","","mit Spacer / with spacer ZN 0750 02 02 03 02 1-13610611",NEEDS_REVIEW,"","","",""
4d32d625-1b9a-4433-abea-bed2a67073a5,6,"S/N 2427005093 V","","S/N 2427005093 V",NEEDS_REVIEW,"","","",""
e98b1a30-8d48-447e-82dd-7e58dd6c01fb,6,"213259","","213259",REJECTED,"","","",""
10082433-9f95-41cf-9c54-451e7da4742e,6,"75x50 M12x37 Typ / Type: B 50x40 M10x28 Typ / Type: B","","75x50 M12x37 Typ / Type: B 50x40 M10x28 Typ / Type: B",NEEDS_REVIEW,"","","",""
1a064f9b-a198-401b-9c5d-90120a5ab423,6,"f�r K�hler; ohne Abbildung","","f�r K�hler; ohne Abbildung",NEEDS_REVIEW,"","","",""
d6521128-023b-436b-84b0-8f947786987c,6,"for cooler; not illustrated","","for cooler; not illustrated",NEEDS_REVIEW,"","","",""
b951242a-8bbe-4e27-93bc-2a3c9dc857eb,6,"f�r K�hler; ohne Abbildung","","f�r K�hler; ohne Abbildung",NEEDS_REVIEW,"","","",""
e0a8b386-6fc5-400a-8921-e105ad5135bf,6,"for cooler; not illustrated","","for cooler; not illustrated",NEEDS_REVIEW,"","","",""
60eb5b0b-b10a-4606-99d6-c68f3308ea46,6,"HAMMEL Recyclingtechnik GmbH","","HAMMEL Recyclingtechnik GmbH",NEEDS_REVIEW,"","","",""
52ddb47c-fdfe-48c5-ae6a-5fde308aaef3,7,"","7 / 31","7 / 31",REJECTED,"","","",""
298b8f76-40bc-41bc-b2f0-644552d88646,7,"Antriebseinheit / Drive unit","","Antriebseinheit / Drive unit",NEEDS_REVIEW,"","","",""
3a119628-03d2-4b48-8cc4-b5cc6c66a91b,7,"Hydraulik / Hydraulics","","Hydraulik / Hydraulics",NEEDS_REVIEW,"","","",""
c0e2a4ef-d400-4d75-95ad-c7c920652daa,7,"Typ / Zeichnungsnr. Type / Drawing no.","","Typ / Zeichnungsnr. Type / Drawing no.",NEEDS_REVIEW,"","","",""
d76f2e17-4c7d-4913-a04b-d214624d0a7a,7,"Bemerkung / Seriennummer Comment / serial number","","Bemerkung / Seriennummer Comment / serial number",NEEDS_REVIEW,"","","",""
6a87fde1-adeb-4105-abd0-f2d2c5bb9893,7,"Hydrauliktank Hydraulic tank","","Hydrauliktank Hydraulic tank",NEEDS_REVIEW,"","","",""
0ff61574-1653-4697-a4a0-d053cac4a766,7,"0752 07 01 01 00 2-13610611","","0752 07 01 01 00 2-13610611",NEEDS_REVIEW,"","","",""
59840de5-c098-4be5-8a0a-e9b04a6359ec,7,"2 153","","2 153",REJECTED,"","","",""
a23f9e12-f00d-4582-af7b-379f6a55fdf7,7,"Saug-R�cklauffilter, komplett","","Saug-R�cklauffilter, komplett",NEEDS_REVIEW,"","","",""
6e44ebb5-8c29-4903-bab0-6b422bf29bcb,7,"SRC 3/ SLP005","","SRC 3/ SLP005",NEEDS_REVIEW,"","","",""
be37ed01-a440-43da-8ec2-eaf1d6fc1910,7,"Suction return filter, complete","","Suction return filter, complete",NEEDS_REVIEW,"","","",""
605e51a3-2f27-4ac1-8b03-f31a334d68be,7,"2 150","","2 150",REJECTED,"","","",""
78e1b4c4-b4bf-46ea-83ae-c385bbe7446c,7,"Filterelement","","Filterelement",NEEDS_REVIEW,"","","",""
b6e06ea4-1e15-4630-94d0-0915d959eb93,7,"UMM-0010-078-X112-Q-N-K/HA","","UMM-0010-078-X112-Q-N-K/HA",NEEDS_REVIEW,"","","",""
19d03545-6204-4553-9250-3168aaf20ceb,7,"Filter element","","Filter element",NEEDS_REVIEW,"","","",""
94006f57-242c-4cb6-b6dd-5d700bba7ef0,7,"FF-23868","","FF-23868",REJECTED,"","","",""
41e0a51f-f36c-4daf-9f9f-4c53a3a6b13a,7,"","10 �m","10 �m",REJECTED,"","","",""
ab3c194f-f06b-46ce-afaa-53bebaf2b93e,7,"2 900","","2 900",REJECTED,"","","",""
29dee6ef-3e85-4517-97b4-74559c7a47c8,7,"Verschmutzungsanzeige","","Verschmutzungsanzeige",NEEDS_REVIEW,"","","",""
4893d5d4-7078-4d23-9f3d-596b3f165937,7,"1,8 bar","","1,8 bar",REJECTED,"","","",""
050bb6a7-8cf8-4a0f-814e-1b15b4eb0d35,7,"Unterdruckanzeige","","Unterdruckanzeige",NEEDS_REVIEW,"","","",""
3dd6baf7-ec5c-42af-aa1e-3b4344cfeb67,7,"Pollution indicator","","Pollution indicator",NEEDS_REVIEW,"","","",""
40a9b305-b1dc-4e00-8e33-ca68a090921e,7,"Membrandruckschalter 42V","","Membrandruckschalter 42V",NEEDS_REVIEW,"","","",""
a87e19fe-1dfc-4b0b-b5db-a48e45efce3c,7,"Low-pressure indicator","","Low-pressure indicator",NEEDS_REVIEW,"","","",""
9cbc8741-063d-4a94-9eb9-6367885f0297,7,"Diaphragm pressure switch 42V","","Diaphragm pressure switch 42V",NEEDS_REVIEW,"","","",""
938d59c1-a8ab-43ba-a2f6-287e93de3c80,7,"1 1745 Niveauw�chter","","1 1745 Niveauw�chter",NEEDS_REVIEW,"","","",""
61178278-c708-4723-9338-40c0abcbdf05,7,"NW3-020HM Basic","","NW3-020HM Basic",NEEDS_REVIEW,"","","",""
9b41de9e-1389-4f32-9532-2d9cea9c9225,7,"Oil level sensor","","Oil level sensor",NEEDS_REVIEW,"","","",""
1ebd754b-973e-4469-b677-676777b177ee,7,"1 9687 R�ckschlagventil","","1 9687 R�ckschlagventil",NEEDS_REVIEW,"","","",""
c57f5807-ab93-4c79-a223-918264a34a73,7,"XHZR NW 20 HL ED 3 bar","","XHZR NW 20 HL ED 3 bar",NEEDS_REVIEW,"","","",""
c9111174-4477-4eb5-b12f-9c40ae281900,7,"Check valve","","Check valve",NEEDS_REVIEW,"","","",""
038e3910-918e-40fd-afca-cd0856cac178,7,"1 2785 �lstandsanzeiger (Schauglas)","","1 2785 �lstandsanzeiger (Schauglas)",NEEDS_REVIEW,"","","",""
1426173b-a9aa-4c47-8680-226cfbb16016,7,"127TH","","127TH",REJECTED,"","","",""
e974c61e-72ca-4834-90d6-5132926d4722,7,"Oil sight glass","","Oil sight glass",NEEDS_REVIEW,"","","",""
8ba0bd6e-b8f1-4536-9ab5-8ba270c5cc7c,7,"1 16974 Saugfilter, komplett","","1 16974 Saugfilter, komplett",NEEDS_REVIEW,"","","",""
3d08754f-33dc-4102-b8ec-c37738201330,7,"7SLS130 P10","","7SLS130 P10",NEEDS_REVIEW,"","","",""
d0aaa025-fb1c-4f19-9fe7-577278ffa6d6,7,"Suction filter, complete","","Suction filter, complete",NEEDS_REVIEW,"","","",""
e606cf09-4862-49c4-9995-367706f81651,7,"1 359","","1 359",REJECTED,"","","",""
a304ed5e-4a92-4576-a372-14e9a1f773f0,7,"Filterelement","","Filterelement",NEEDS_REVIEW,"","","",""
d2df20da-8872-4cbe-9805-7a243ad23607,7,"81.130 P10","","81.130 P10",REJECTED,"","","",""
90c143fa-ec18-492f-82bd-172f6585413c,7,"Filter element","","Filter element",NEEDS_REVIEW,"","","",""
7b915e73-8744-498c-9fbe-e717dd1ad5de,7,"(R928048545)","","(R928048545)",NEEDS_REVIEW,"","","",""
7869950d-7aa6-44a2-85cd-5d67c4f18994,7,"1 902","","1 902",REJECTED,"","","",""
6bc5c9d0-2f9a-4a9c-86fd-f7abf251e058,7,"Verschmutzungsanzeige","","Verschmutzungsanzeige",NEEDS_REVIEW,"","","",""
5973eec8-2120-482f-8850-763c544e7fe1,7,"Pollution indicator","","Pollution indicator",NEEDS_REVIEW,"","","",""
d317f289-73b2-4c3a-99d2-c29a38f2b3a2,7,"I 0,3 HA 3200 V","","I 0,3 HA 3200 V",NEEDS_REVIEW,"","","",""
682f9a2a-377c-45be-9c3e-26fce76f2fc9,7,"Unterdruckanzeige","","Unterdruckanzeige",NEEDS_REVIEW,"","","",""
32692baa-f2a8-4252-81d2-f5d731aee0a0,7,"Low-pressure indicator","","Low-pressure indicator",NEEDS_REVIEW,"","","",""
8667ae74-03d5-4f47-a7e8-2baa29267e1d,7,"1 2085 �lablassventil","","1 2085 �lablassventil",NEEDS_REVIEW,"","","",""
2a802c82-e0b9-4429-84da-e3ed2707c506,7,"R3/4"","","R3/4\"",REJECTED,"","","",""
aa01b479-303d-4b99-b3a2-0e20d686c741,7,"Oil drain valve","","Oil drain valve",NEEDS_REVIEW,"","","",""
5309e90f-ec1f-41c7-b942-28ba1846c9db,7,"1 361","","1 361",REJECTED,"","","",""
91e0ec8a-6eab-4320-849c-171612188bd2,7,"Tankbel�ftungsfilter","","Tankbel�ftungsfilter",NEEDS_REVIEW,"","","",""
2bce6fae-6999-42e6-a8f0-5178ef61a5a3,7,"80.45 21 H 20XL-S00-0-X","","80.45 21 H 20XL-S00-0-X",NEEDS_REVIEW,"","","",""
6046d9ff-cfd8-4c34-95b5-317b249e360c,7,"Tank ventilation filter","","Tank ventilation filter",NEEDS_REVIEW,"","","",""
4bda0fc1-13e8-4f77-a6fd-eb612a2104af,8,"","8 / 31","8 / 31",REJECTED,"","","",""
605e65a3-e323-4e70-a5a6-6b68e9a866b9,8,"HAMMEL Recyclingtechnik GmbH","","HAMMEL Recyclingtechnik GmbH",NEEDS_REVIEW,"","","",""
c9715e6d-e6c3-4409-87f2-e0c8a97f50e7,8,"Antriebseinheit / Drive unit","","Antriebseinheit / Drive unit",NEEDS_REVIEW,"","","",""
3d397df6-65d1-4cec-b128-7a333586c1a2,8,"Typ / Zeichnungsnr. Type / Drawing no.","","Typ / Zeichnungsnr. Type / Drawing no.",NEEDS_REVIEW,"","","",""
0e4ea598-842b-4452-aa44-962be281db6c,8,"Bemerkung / Seriennummer Comment / serial number","","Bemerkung / Seriennummer Comment / serial number",NEEDS_REVIEW,"","","",""
ce126296-ca02-4ce4-abfd-f5efc3b173b9,8,"1 9692 Steuerblock Fahren / Shreddern Tries 935.501A","","1 9692 Steuerblock Fahren / Shreddern Tries 935.501A",NEEDS_REVIEW,"","","",""
cb6e0688-93b9-4999-93ee-06408147d186,8,"Control block drive / shred","","Control block drive / shred",NEEDS_REVIEW,"","","",""
eba5c32e-dca7-4179-8dad-34d8ca7ec8fb,8,"rechts right","","rechts right",NEEDS_REVIEW,"","","",""
051aa2ac-f7b2-45f5-be4c-5a82ff7718c4,8,"S/N 00424 V","","S/N 00424 V",NEEDS_REVIEW,"","","",""
aef7d7e6-528c-4159-aa00-02924736bc7e,8,"1 9692 Steuerblock Fahren / Shreddern Tries 935.501A","","1 9692 Steuerblock Fahren / Shreddern Tries 935.501A",NEEDS_REVIEW,"","","",""
96c3fc02-47c5-4f9a-af14-a40be5602fa1,8,"Control block drive / shred","","Control block drive / shred",NEEDS_REVIEW,"","","",""
c6ad43ef-6b88-4321-b9eb-dd12346fa39d,8,"links","","links",REJECTED,"","","",""
a8ebee5e-9da2-4083-ac73-5c050bba8443,8,"S/N 00425 V","","S/N 00425 V",NEEDS_REVIEW,"","","",""
cf623b89-7bcb-42a4-ba06-9eaec0ec557d,8,"left","","left",REJECTED,"","","",""
2b6e088f-de2d-424c-ae99-26a6e2a8d84c,8,"Drucksensoren","","Drucksensoren",NEEDS_REVIEW,"","","",""
69c07629-fcfa-479b-8e73-2b26540749d2,8,"Pressure sensor","","Pressure sensor",NEEDS_REVIEW,"","","",""
530b3b75-4228-45c6-a0c2-98b2bd570854,8,"PA-600-SBR 14-A (PA3060)","","PA-600-SBR 14-A (PA3060)",NEEDS_REVIEW,"","","",""
84b18d7d-4a82-4e43-a89a-a3bf62e6c2dd,8,"Trichter, Werkzeugwellen vorw�rts,","","Trichter, Werkzeugwellen vorw�rts,",NEEDS_REVIEW,"","","",""
be01f5c1-2954-4ab0-9353-0030bd686593,8,"Werkzeugwellen r�ckw�rts, F�rder-","","Werkzeugwellen r�ckw�rts, F�rder-",NEEDS_REVIEW,"","","",""
1da2f81d-7f2f-46ae-b5c4-66ad49fba3e8,8,"band","","band",REJECTED,"","","",""
a2cfb2ce-3bb5-46f9-b14d-8d544563647e,8,"Hopper, shafts forward, shafts reverse, conveyor","","Hopper, shafts forward, shafts reverse, conveyor",NEEDS_REVIEW,"","","",""
42073ecd-a2e1-45f8-807b-5a83af8b375f,8,"1 449","","1 449",REJECTED,"","","",""
367f0f03-391f-48a9-8a73-b238088547aa,8,"Hydraulik-Steuerblock","","Hydraulik-Steuerblock",NEEDS_REVIEW,"","","",""
9c20b6b9-97b9-4358-8372-92eb935aadb9,8,"LT-30P25.1-K","","LT-30P25.1-K",NEEDS_REVIEW,"","","",""
ce9242fb-17bf-4d74-b0df-a2e7316d8aff,8,"Kipptrichter","","Kipptrichter",NEEDS_REVIEW,"","","",""
e98bbfbe-daca-4163-93bb-fa9d7b1b0446,8,"Control block","","Control block",NEEDS_REVIEW,"","","",""
0df3e8e7-5c2e-4069-b416-ee2aefd57231,8,"Tipping hopper","","Tipping hopper",NEEDS_REVIEW,"","","",""
35079867-e09c-4cca-a821-10c04f027617,8,"1 931","","1 931",REJECTED,"","","",""
32189994-4883-4b56-8cd7-3ed217d70303,8,"Blockkugelhahn","","Blockkugelhahn",NEEDS_REVIEW,"","","",""
90588b83-dabc-4223-a190-2f62162298a3,8,"Ball valve","","Ball valve",REJECTED,"","","",""
5015ce2e-14c1-4da0-8ec6-e778398fc9de,8,"BKHL 10","","BKHL 10",REJECTED,"","","",""
a92a408e-9cf2-4d4f-aa49-7f66ae84c3c1,8,"Kipptrichter","","Kipptrichter",NEEDS_REVIEW,"","","",""
06393860-ef2a-403e-9073-5709deaae18f,8,"Tipping hopper","","Tipping hopper",NEEDS_REVIEW,"","","",""
2195c487-a2e3-48e3-8946-8154897631d9,8,"1 10958 Hydraulik-Steuerblock","","1 10958 Hydraulik-Steuerblock",NEEDS_REVIEW,"","","",""
2f196be1-e01a-411f-a51d-2a8b2aaa17b2,8,"Control block","","Control block",NEEDS_REVIEW,"","","",""
5986f985-56bd-451d-baa6-8c03e772d428,8,"4563783 elektrisch regelbar electrically adjustable","","4563783 elektrisch regelbar electrically adjustable",NEEDS_REVIEW,"","","",""
acd70e6e-4baa-455b-ac23-442b9fa2d192,8,"Bandlauf Austragsband S/N 51111165/009 V","","Bandlauf Austragsband S/N 51111165/009 V",NEEDS_REVIEW,"","","",""
a2c7c4af-1474-434f-9e54-580eb15e75f9,8,"Belt run of discharge con-","","Belt run of discharge con-",NEEDS_REVIEW,"","","",""
cda0f8a3-a86a-4358-bf7f-b6b68da504bc,8,"veyor","","veyor",REJECTED,"","","",""
9746e542-7cfe-4e23-b030-e1ca9faee995,8,"HAMMEL Recyclingtechnik GmbH","","HAMMEL Recyclingtechnik GmbH",NEEDS_REVIEW,"","","",""
cfa1135f-c6a3-4e40-9fc8-80ffbb0961f3,9,"","9 / 31","9 / 31",REJECTED,"","","",""
09e6ffbf-f5b6-413c-9687-f8d5e23616ef,9,"Antriebseinheit / Drive unit","","Antriebseinheit / Drive unit",NEEDS_REVIEW,"","","",""
eec49714-ebd6-4c95-b6f2-13e7086bb5c0,9,"Handventil / Manual valve","","Handventil / Manual valve",NEEDS_REVIEW,"","","",""
5a2ec9a6-474e-436b-a123-4aef457f3703,9,"1 13277 Handventil","","1 13277 Handventil",NEEDS_REVIEW,"","","",""
1ee3ed96-d11f-4bcb-9b5b-5a1ecd95b981,9,"Manual valve","","Manual valve",NEEDS_REVIEW,"","","",""
98d20592-793d-4944-ba9c-cbf3b7db5890,9,"1 930","","1 930",REJECTED,"","","",""
11cdd39e-9f55-4aa5-a8be-4dc49b73f90d,9,"Blockkugelhahn","","Blockkugelhahn",NEEDS_REVIEW,"","","",""
429780bf-e647-4ed8-993f-d348b8b87a65,9,"Ball valve","","Ball valve",REJECTED,"","","",""
c21ed1ab-c7d5-4bd4-ba29-91223471792b,9,"1 930","","1 930",REJECTED,"","","",""
6b20776e-537c-4e78-8982-5bb6c1c41f52,9,"Blockkugelhahn","","Blockkugelhahn",NEEDS_REVIEW,"","","",""
61af7431-1cf5-46b0-86bf-dd3189c30d2d,9,"Ball valve","","Ball valve",REJECTED,"","","",""
ee25ef60-ca7c-477b-823e-d59ee29b7519,9,"1 16717 Wege-Sitzventil","","1 16717 Wege-Sitzventil",NEEDS_REVIEW,"","","",""
dcbea16f-eb12-4d91-bb8f-521c5b65eeb5,9,"Directional poppet valve","","Directional poppet valve",NEEDS_REVIEW,"","","",""
c08712dc-cbec-4557-9677-76c49e193d79,9,"Wegeventil","","Wegeventil",REJECTED,"","","",""
fc68c5eb-2fcf-45f2-9769-51ba1f30fa5a,9,"Control valve","","Control valve",NEEDS_REVIEW,"","","",""
35ceda54-b099-43ab-b589-8cef6f53d42b,9,"1 469","","1 469",REJECTED,"","","",""
27d682ff-3153-4c27-b361-505c0042b35c,9,"Stromteiler","","Stromteiler",NEEDS_REVIEW,"","","",""
3b228107-b497-484e-935d-d8ea6fd2fa20,9,"Current divider","","Current divider",NEEDS_REVIEW,"","","",""
980307ae-9881-4bc0-b1e4-d16613d33cf3,9,"Typ / Zeichnungsnr. Type / Drawing no. 3-fach three functions","","Typ / Zeichnungsnr. Type / Drawing no. 3-fach three functions",NEEDS_REVIEW,"","","",""
ee871871-6014-438a-8d9b-d5b8f32eb160,9,"BKHL 06","","BKHL 06",REJECTED,"","","",""
522cdee5-020f-48a6-a8ed-00768728951a,9,"BKHL 06","","BKHL 06",REJECTED,"","","",""
c56f1dfb-d9b0-4346-9ccd-50c9a16e011e,9,"2/2 3/8"","","2/2 3/8\"",REJECTED,"","","",""
